status,time,card_type,city,amount,id
success,2025-09-03 18:00:00,Vsa,Shiraz,4348396,88
success,2025-09-12 14:11:00,Amex,Ahvaz,4626774,6
success,2025-09-28 02:37:00,Vsa,Mashhad,2970300,89
fail,2025-09-30 12:12:00,Discover,ThRan,2746847,24
success,2025-09-26 19:51:00,Amex,TEHRAN,3820951,85
success,2025-09-16 14:00:00,Amex,Tehran,1537139,96
fail,2025-09-21 03:27:00,Amex,Tabriz,4650213,58
fail,2025-09-28 02:20:00,Visa,Tabriz,1357486,64
fail,2025-09-24 09:00:00,Discover,Tehran,1546280,95
failed,2025-09-26 05:23:00,Discover,Tabriz,1884708,56
success,2025-09-30 00:00:00,Amex,Isfahan,1534064,99
succeed,2025-09-01 12:12:00,VISA,Tehran,4499366,82
fail,2025-09-21 04:15:00,Master Card,Tehran,724768,12
failed,2025-09-03 17:17:00,Visa,Tehran,397009,35
success,2025-09-20 05:56:00,Discover,Tehran,3881530,71
success,2025-09-02 14:30:00,Visa,Mashhad,2447196,90
fail,2025-09-09 11:11:00,MasterCard,Isfahan,4993220,6
success,2025-09-19 07:07:00,Vsa,tehr@n,2266330,65
failed,2025-09-15 20:33:00,,Tehran,4344011,80
fail,2025-09-18 01:51:00,Discover,TEHRAN,1577336,60
fail,2025-09-26 08:08:00,Discover,Tehran,2538378,68
success,2025-09-11 21:23:00,Visa,Shiraz,604681,29
FAIL,2025-09-25 19:51:00,Discover,Tabriz,2343291,38
success,2025-09-23 16:16:00,Vsa,karaj,364552,93
fail,2025-09-16 00:00:00,Amex,Tehran,706659,22
success,2025-09-22 08:08:00,Vsa,tehr@n,2217128,8
fail,2025-09-17 08:59:00,Amex,Tehran,1560627,63
failed,2025-09-05 23:59:00,Discover,Tabriz,3191508,97
success,2025-09-12 10:48:00,Visa,Mashhad,701743,98
success,2025-09-11 13:10:00,Visa,Ahvaz,3263636,13
fail,2025-09-30 22:27:00,Vsa,tehr@n,3490883,27
Success,2025-09-15 02:20:00,Vsa,Isfahan,1432633,18
success,2025-09-27 13:13:00,Vsa,Ahvaz,252641,18
FAIL,2025-09-03 03:27:00,Visa,Karaj,2794348,77
success,2025-09-01 13:13:00,MastCard,Qom,4369756,87
failed,2025-09-20 18:00:00,Visa,Karaj,2304578,62
failed,2025-09-29 09:45:00,Visa,Tehran,1804778,14
fail,2025-09-16 01:51:00,MasterCard,Isfahan,1163384,11
FAIL,2025-09-02 14:30:00,MasterCard,Ahvaz,2541399,87
fail,2025-09-02 05:23:00,Vsa,Mashhad,4821476,17
success,2025-09-03 18:00:00,MastCard,THR,607347,51
FAIL,2025-09-08 11:11:00,Visa,karaj,2483721,97
fail,2025-09-24 08:59:00,Visa,THR,4567081,14
success,2025-09-28 12:34:00,Discover,Tehran,1363013,57
success,2025-09-15 08:08:00,Visa,Tabriz,3445067,94
success,2025-09-07 17:17:00,Discover,Tehran,2222326,6
failed,2025-09-06 21:23:00,MastCard,ThRan,1912013,57
success,2025-09-09 04:40:00,Discover,Tabriz,3920810,4
failed,2025-09-20 21:23:00,Vsa,Isfahan,2234595,11
fail,2025-09-28 06:30:00,MasterCard,Tabriz,1099299,74
fail,2025-09-01 02:24:00,Discover,Tehran,1961875,93
success,2025-09-08 14:30:00,MasterCard,Tabriz,4715896,11
success,2025-09-23 19:19:00,MastCard,Tehran,3282322,100
fail,2025-09-23 03:00:00,MasterCard,Isfahan,1959898,79
success,2025-09-03 07:32:00,Visa,Tehran ,2328862,8
fail,2025-09-04 18:45:00,,Karaj,3530732,84
failed,2025-09-26 01:51:00,Visa,Karaj,449997,59
fail,2025-09-25 20:20:00,,Mashhad,1319604,21
success,2025-09-15 16:40:00,Visa,karaj,3509653,65
success,2025-09-06 07:08:00,Vsa,TEHRAN,3489649,94
Success,2025-09-15 14:30:00,MasterCard,Tehran ,210138,24
success,2025-09-21 08:59:00,MasterCard,Tehran,749546,30
failed,2025-09-03 13:13:00,Visa,THR,1773610,100
failed,2025-09-25 21:21:00,Discover,Tabriz,641792,98
success,2025-09-21 09:09:00,Vsa,Isfahan,1215703,84
fail,2025-09-21 11:11:00,Master-Card,Isfahan,4053075,57
failed,2025-09-14 16:40:00,MasterCard,Shiraz,3164111,80
success,2025-09-20 05:56:00,Discover,Qom,2060665,73
success,2025-09-14 23:59:00,Visa,Tehran,4293497,96
success,2025-09-04 09:00:00,MastCard,Ahvaz,723986,17
failed,2025-09-12 21:10:00,Discover,Isfahan,1934562,59
FAIL,2025-09-17 12:12:00,Visa,Tehran,4990523,31
Success,2025-09-07 18:00:00,Amex,Isfahan,3001146,64
fail,2025-09-09 19:40:00,MasterCard,Mashhad,3978769,48
success,2025-09-03 03:00:00,Visa,Tehran,1260676,23
fail,2025-09-28 04:40:00,Visa,Tehran,4444058,70
fail,2025-09-13 14:11:00,MastCard,,4451150,30
failed,2025-09-15 14:02:00,Visa,THR,3452710,55
fail,2025-09-18 13:13:00,Master-Card,Tehran,2028603,7
success,2025-09-19 05:56:00,Discover,Qom,3291193,75
success,2025-09-01 13:10:00,Visa,Isfahan,1365263,99
success,2025-09-06 13:10:00,MastCard,Qom,3259987,12
fail,2025-09-27 07:08:00,MasterCard,Mashhad,1033257,60
fail,2025-09-27 12:34:00,Discover,Tehran,1369501,52
success,2025-09-23 04:40:00,MasterCard,Tabriz,1905336,27
fail,2025-09-27 23:59:00,Visa,Tehran,2435195,12
succeed,2025-09-27 19:40:00,Amex,Mashhad,2951403,13
failed,2025-09-02 13:13:00,Discover,TEHRAN,3898350,72
success,2025-09-24 00:00:00,MastCard,,4747395,80
failed,2025-09-14 19:51:00,Amex,tehr@n,2773775,62
fail,2025-09-06 07:08:00,Amex,ThRan,1716150,29
success,2025-09-14 09:09:00,Vsa,Tehran,1953091,35
fail,2025-09-04 19:19:00,Amex,Karaj,4341905,60
success,2025-09-21 11:11:00,MasterCard,Tabriz,1476167,29
success,2025-09-08 21:23:00,Discover,THR,1049706,31
fail,2025-09-30 14:11:00,Visa,karaj,3105444,77
fail,2025-09-03 14:02:00,Vsa,Isfahan,4173373,76
fail,2025-09-19 12:44:00,MastCard,Mashhad,1677115,61
success,2025-09-30 21:10:00,Discover,Tabriz,2383365,2
fail,2025-09-14 12:34:00,Master-Card,Tabriz,4046976,33
success,2025-09-27 02:30:00,Amex,ThRan,2170047,72
success,2025-09-20 00:00:00,MasterCard,THR,2025421,62
success,2025-09-17 16:40:00,Visa,Tehran,4404372,59
success,2025-09-25 04:40:00,Discover,Tabriz,4190559,40
fail,2025-09-08 18:12:00,Amex,Tehran,3684852,49
success,2025-09-24 11:11:00,Visa,ThRan,1913063,32
Success,2025-09-14 19:29:00,MasterCard,TEHRAN,2183418,38
success,2025-09-26 02:30:00,visa,Qom,3332238,93
success,2025-09-06 02:24:00,MastCard,Karaj,3071061,79
success,2025-09-23 12:34:00,Amex,Ahvaz,3176453,88
fail,2025-09-22 03:27:00,MasterCard,Tabriz,2548930,89
success,2025-09-16 14:55:00,Visa,tehr@n,2836364,13
Success,2025-09-25 23:59:00,Master Card,Mashhad,4743180,85
fail,2025-09-19 00:00:00,,Tehran,1301814,54
failed,2025-09-14 07:08:00,MastCard,Isfahan,2503017,76
fail,2025-09-19 19:19:00,Visa,Qom,4633552,13
success,2025-09-03 12:12:00,Visa,Isfahan,1879745,39
failed,2025-09-10 10:48:00,Visa,Karaj,1139688,23
failed,2025-09-19 08:08:00,MasterCard,THR,4212082,93
failed,2025-09-09 22:27:00,Visa,Ahvaz,2453845,14
Success,2025-09-28 03:00:00,MastCard,Shiraz,620474,17
success,2025-09-20 19:19:00,MasterCard,Mashhad,3421819,24
success,2025-09-13 03:27:00,Visa,Tabriz,2498717,58
fail,2025-09-07 03:27:00,MastCard,Mashhad,3528160,63
fail,2025-09-14 16:40:00,Visa,Tabriz,4458055,34
success,2025-09-09 09:00:00,Vsa,tehr@n,1561889,51
success,2025-09-27 18:12:00,Discover,TEHRAN,4545724,87
success,2025-09-28 23:59:00,Discover,Tehran,752918,10
failed,2025-09-23 08:59:00,Visa,karaj,2161199,72
success,2025-09-25 22:27:00,visa,Karaj,3514800,21
fail,2025-09-28 00:00:00,Amex,Tehran ,161945,37
success,2025-09-19 17:17:00,MasterCard,Mashhad,4360687,7
success,2025-09-15 00:00:00,Visa,Karaj,2264269,91
success,2025-09-20 18:45:00,MastCard,Mashhad,2626239,13
failed,2025-09-14 07:08:00,Discover,Tehran,4438580,80
success,2025-09-24 16:40:00,visa,Tehran,4968204,30
failed,2025-09-06 10:48:00,Master Card,Tehran,2365995,31
success,2025-09-21 04:04:00,MastCard,Tabriz,4103723,5
success,2025-09-29 18:45:00,VISA,Tabriz,1644803,32
success,2025-09-04 03:00:00,Visa,Karaj,3693152,16
fail,2025-09-08 02:24:00,Discover,Karaj,4768520,73
fail,2025-09-17 04:40:00,Discover,Tehran ,785766,22
fail,2025-09-30 06:06:00,Visa,Tabriz,3333767,64
success,2025-09-09 11:11:00,VISA,tehr@n,1869760,44
fail,2025-09-01 17:17:00,Visa,Shiraz,2671753,40
succeed,2025-09-24 00:00:00,Master-Card,Mashhad,1074320,37
success,2025-09-20 02:30:00,Vsa,Shiraz,928391,78
success,2025-09-25 21:23:00,Discover,Karaj,951167,16
fail,2025-09-14 23:17:00,Visa,Tehran,1988133,43
fail,2025-09-11 13:10:00,Visa,Ahvaz,3587397,84
fail,2025-09-21 05:56:00,Visa,Karaj,4751755,63
success,2025-09-03 21:21:00,MasterCard,,1449268,15
success,2025-09-09 19:51:00,MasterCard,TEHRAN,4630734,44
success,2025-09-27 03:27:00,Amex,Karaj,1902393,91
success,2025-09-14 09:45:00,Vsa,Karaj,399787,9
success,2025-09-30 20:20:00,Discover,tehr@n,4682944,65
fail,2025-09-09 03:27:00,Visa,Tehran ,1301508,100
success,2025-09-04 05:23:00,Vsa,karaj,1811336,44
success,2025-09-27 00:00:00,Discover,Ahvaz,4050377,20
success,2025-09-04 00:00:00,Discover,Tehran,3863281,70
fail,2025-09-28 04:40:00,MastCard,karaj,4311392,74
success,2025-09-08 12:34:00,,Tabriz,3940324,33
fail,2025-09-02 08:08:00,,Qom,3695997,80
FAIL,2025-09-09 13:13:00,Visa,Isfahan,1422950,6
success,2025-09-29 12:44:00,MasterCard,Isfahan,47076,83
succeed,2025-09-14 07:32:00,Visa,Tabriz,4527302,31
success,2025-09-22 05:56:00,VISA,THR,2248750,66
fail,2025-09-09 12:12:00,Visa,Ahvaz,2020822,18
success,2025-09-24 04:40:00,Visa,Mashhad,1211655,28
fail,2025-09-23 04:40:00,Master-Card,Shiraz,2255425,68
failed,2025-09-16 15:45:00,VISA,ThRan,2514219,65
failed,2025-09-29 11:11:00,MastCard,Isfahan,2761724,80
success,2025-09-30 21:10:00,Visa,Qom,661609,45
success,2025-09-17 13:13:00,MasterCard,Mashhad,78798,58
success,2025-09-16 13:10:00,Vsa,tehr@n,4959490,47
succeed,2025-09-30 19:51:00,Amex,Isfahan,1793914,66
fail,2025-09-12 10:48:00,Visa,ThRan,3361167,52
success,2025-09-03 12:12:00,Visa,Tabriz,1521617,36
success,2025-09-11 10:48:00,Master-Card,Tehran,1821255,1
FAIL,2025-09-14 12:12:00,MasterCard,Tehran,2717994,39
failed,2025-09-18 10:05:00,MastCard,Isfahan,330989,88
succeed,2025-09-21 09:00:00,Discover,Shiraz,1134857,91
success,2025-09-21 10:48:00,MasterCard,Mashhad,1541932,75
fail,2025-09-05 19:40:00,VISA,Isfahan,1453576,1
success,2025-09-16 02:30:00,Discover,Qom,3333619,75
success,2025-09-20 23:17:00,MastCard,karaj,3207285,89
success,2025-09-05 09:09:00,Visa,karaj,4322220,74
fail,2025-09-03 19:40:00,Visa,Karaj,1725598,14
success,2025-09-12 23:59:00,Vsa,tehr@n,2272710,78
fail,2025-09-01 13:10:00,Vsa,Qom,1887123,71
failed,2025-09-21 04:15:00,MastCard,Tehran,4285669,23
fail,2025-09-29 09:00:00,Visa,Tabriz,2051954,43
success,2025-09-09 05:23:00,Discover,Tabriz,3133852,22
fail,2025-09-29 03:27:00,,Qom,4738693,60
fail,2025-09-09 02:37:00,Discover,TEHRAN,930616,27
Success,2025-09-04 16:40:00,Vsa,karaj,3328616,56
fail,2025-09-03 04:15:00,Discover,Tabriz,2220536,2
fail,2025-09-17 23:59:00,Master Card,Mashhad,2871597,39
fail,2025-09-02 11:11:00,,Shiraz,4825487,51
success,2025-09-24 16:40:00,Visa,ThRan,4417520,19
success,2025-09-01 01:51:00,Vsa,Tehran,1059730,62
fail,2025-09-08 15:45:00,Visa,Mashhad,1093436,71
success,2025-09-13 05:56:00,Visa,ThRan,1208494,76
fail,2025-09-23 23:59:00,MasterCard,Tehran ,340890,67
failed,2025-09-15 13:13:00,Amex,Tabriz,1334674,63
failed,2025-09-08 09:45:00,Discover,Tehran,795378,5
succeed,2025-09-12 18:00:00,Amex,Qom,4113892,72
Success,2025-09-22 18:12:00,Visa,THR,408427,78
fail,2025-09-12 08:08:00,Visa,Tabriz,1439755,61
fail,2025-09-14 02:20:00,Amex,tehr@n,3915694,71
success,2025-09-15 14:30:00,MasterCard,Tabriz,2106181,7
fail,2025-09-15 02:30:00,MastCard,Shiraz,2418840,50
fail,2025-09-09 03:27:00,Amex,Karaj,120739,46
fail,2025-09-19 17:17:00,Master-Card,Isfahan,533690,97
success,2025-09-26 01:51:00,MasterCard,Isfahan,1814102,72
success,2025-09-20 17:17:00,Visa,Mashhad,3121495,76
fail,2025-09-29 11:11:00,Amex,karaj,3285502,74
fail,2025-09-22 14:11:00,MastCard,Tehran,55092,14
success,2025-09-08 07:08:00,MasterCard,Shiraz,1390121,73
fail,2025-09-21 08:08:00,MastCard,Karaj,3990129,95
FAIL,2025-09-19 05:56:00,Discover,Qom,1121076,69
fail,2025-09-06 18:12:00,Visa,tehr@n,4401821,65
success,2025-09-20 20:33:00,Amex,Qom,2515311,65
success,2025-09-25 18:00:00,Discover,Shiraz,2109714,57
fail,2025-09-29 08:08:00,MasterCard,Qom,1818659,62
success,2025-09-19 14:11:00,MasterCard,Karaj,1388992,20
success,2025-09-04 19:19:00,MasterCard,Tehran,4169023,75
failed,2025-09-23 02:20:00,Amex,TEHRAN,3303694,26
success,2025-09-07 02:30:00,Visa,Tehran,3887071,44
fail,2025-09-28 17:17:00,visa,Shiraz,3992993,67
fail,2025-09-28 15:45:00,MastCard,Shiraz,2936501,70
fail,2025-09-04 21:23:00,MasterCard,Tabriz,1714793,62
fail,2025-09-22 19:51:00,Visa,Tehran,2213309,45
success,2025-09-12 04:40:00,Visa,Tehran,1954258,11
succeed,2025-09-13 10:48:00,MastCard,Tabriz,1203160,72
success,2025-09-03 19:51:00,Discover,THR,2211580,94
success,2025-09-22 23:59:00,Visa,THR,3224565,74
success,2025-09-12 11:11:00,Discover,Tehran,4866929,34
failed,2025-09-02 19:51:00,Amex,Tabriz,2878328,89
fail,2025-09-24 18:00:00,MastCard,TEHRAN,3693490,46
success,2025-09-02 08:08:00,Amex,Tabriz,4894351,81
failed,2025-09-27 23:17:00,Master-Card,,3949233,32
fail,2025-09-23 11:11:00,Visa,Tabriz,2385874,75
fail,2025-09-09 14:11:00,Amex,Karaj,76426,99
FAIL,2025-09-01 13:13:00,Visa,Isfahan,1413033,89
success,2025-09-08 07:08:00,Amex,Tehran,370624,5
fail,2025-09-23 03:27:00,Amex,Tabriz,4702483,63
success,2025-09-06 02:24:00,Visa,Shiraz,2400464,29
success,2025-09-06 19:19:00,Discover,Isfahan,2661894,48
success,2025-09-22 02:37:00,Vsa,Qom,1370105,99
fail,2025-09-25 19:40:00,Visa,Tabriz,3283972,16
fail,2025-09-18 12:44:00,MasterCard,Mashhad,19038,25
success,2025-09-17 18:00:00,,Mashhad,886033,72
success,2025-09-29 18:45:00,MasterCard,Isfahan,4418012,29
failed,2025-09-12 19:29:00,MastCard,Tehran,541944,52
fail,2025-09-06 14:55:00,Vsa,Mashhad,2401379,46
failed,2025-09-26 16:16:00,Visa,Karaj,2243224,25
fail,2025-09-27 10:48:00,Visa,Tehran ,2373586,23
success,2025-09-08 21:21:00,MastCard,Ahvaz,2301929,34
failed,2025-09-19 19:51:00,MastCard,Tehran,4130955,67
success,2025-09-28 06:30:00,Visa,Tabriz,1071640,95
fail,2025-09-10 00:00:00,Discover,Tehran,1839317,34
fail,2025-09-01 14:30:00,MasterCard,Tehran,4302387,32
success,2025-09-25 08:59:00,Vsa,Tabriz,1335019,29
success,2025-09-29 10:48:00,MasterCard,Tehran,2921175,9
succeed,2025-09-13 21:21:00,,Tabriz,4093162,66
success,2025-09-17 17:07:00,visa,Tabriz,1721909,57
failed,2025-09-03 10:48:00,Vsa,Tabriz,2262288,39
success,2025-09-08 19:51:00,Amex,Tehran,1270388,7
failed,2025-09-14 02:37:00,Discover,Tabriz,4213360,69
fail,2025-09-03 13:10:00,Visa,Karaj,358069,8
Success,2025-09-16 14:00:00,Amex,Tabriz,2571967,97
fail,2025-09-13 12:12:00,Discover,Tehran,988949,18
Success,2025-09-20 09:09:00,Discover,Tehran,3044811,82
fail,2025-09-24 06:30:00,MastCard,Mashhad,2457589,49
success,2025-09-17 01:01:00,MasterCard,karaj,3780828,16
success,2025-09-13 16:16:00,MastCard,Tehran,3123860,21
succeed,2025-09-29 08:08:00,MasterCard,Qom,2254447,10
success,2025-09-06 04:15:00,Visa,Shiraz,4784146,4
fail,2025-09-17 02:24:00,MasterCard,Qom,3727803,44
success,2025-09-14 14:11:00,Master Card,THR,2184841,8
fail,2025-09-17 21:10:00,Vsa,THR,1945543,55
fail,2025-09-30 23:17:00,Visa,Tehran,2457682,19
fail,2025-09-08 14:11:00,Discover,Isfahan,3584465,64
fail,2025-09-11 12:12:00,,Shiraz,4992573,40
success,2025-09-20 22:27:00,Visa,tehr@n,1505406,51
failed,2025-09-28 11:11:00,Discover,Ahvaz,629028,9
Success,2025-09-01 17:17:00,Discover,Tehran,831708,30
fail,2025-09-26 16:40:00,Amex,Tabriz,3661648,56
fail,2025-09-07 19:19:00,MasterCard,Ahvaz,376623,81
fail,2025-09-21 13:10:00,Visa,Mashhad,3801530,44
fail,2025-09-21 10:48:00,Amex,Qom,498735,59
fail,2025-09-17 20:20:00,Visa,Shiraz,2537241,15
fail,2025-09-30 14:55:00,Amex,Tehran,2948239,68
success,2025-09-10 11:11:00,MasterCard,THR,4885738,70
success,2025-09-11 17:07:00,MasterCard,THR,3121829,61
success,2025-09-22 02:37:00,Visa,Mashhad,710154,80
fail,2025-09-30 01:01:00,Amex,Shiraz,2238952,91
success,2025-09-09 02:30:00,MasterCard,Shiraz,3912638,23
failed,2025-09-09 14:02:00,MasterCard,Tehran,3483066,77
fail,2025-09-24 11:11:00,Amex,Tehran,4730904,47
fail,2025-09-05 09:45:00,Amex,Tehran,3084691,17
fail,2025-09-17 14:30:00,Visa,TEHRAN,3221428,57
fail,2025-09-09 10:48:00,Visa,Isfahan,4878251,54
success,2025-09-17 13:13:00,Discover,Tehran,4188534,92
fail,2025-09-24 08:59:00,MastCard,Mashhad,3346331,52
success,2025-09-21 10:48:00,Amex,Tehran,2100592,22
fail,2025-09-19 03:27:00,MastCard,Tehran,1325953,83
success,2025-09-27 13:13:00,MastCard,Mashhad,668264,39
fail,2025-09-07 14:30:00,Master-Card,Mashhad,1617454,100
success,2025-09-23 17:07:00,Discover,Qom,1782701,13
fail,2025-09-09 12:12:00,Discover,Shiraz,3151902,78
fail,2025-09-07 21:10:00,Vsa,Shiraz,4103569,96
failed,2025-09-13 02:20:00,Discover,Isfahan,3847189,66
success,2025-09-11 18:00:00,MasterCard,Shiraz,2583117,52
fail,2025-09-14 00:00:00,Visa,Tabriz,3583467,14
success,2025-09-19 07:08:00,,Isfahan,214370,73
success,2025-09-11 19:51:00,MasterCard,Isfahan,4086778,74
success,2025-09-13 00:00:00,Visa,Tabriz,1448006,63
success,2025-09-14 07:32:00,MastCard,Tabriz,586335,71
failed,2025-09-13 23:59:00,Discover,Tehran,1289295,28
fail,2025-09-01 11:11:00,Master Card,Mashhad,1375633,90
fail,2025-09-08 03:27:00,Discover,Qom,295025,46
fail,2025-09-12 12:12:00,Amex,Isfahan,2185525,28
success,2025-09-19 01:51:00,Discover,Tehran ,394186,2
Success,2025-09-12 12:34:00,Vsa,Qom,749510,17
failed,2025-09-08 03:27:00,Master-Card,TEHRAN,2536600,59
failed,2025-09-08 07:08:00,Vsa,Qom,1302130,52
succeed,2025-09-29 14:30:00,Master-Card,Tehran,918460,4
success,2025-09-21 13:13:00,Visa,Tehran ,363466,77
success,2025-09-13 02:30:00,,THR,1001832,82
succeed,2025-09-12 19:51:00,Amex,Mashhad,1224503,3
fail,2025-09-29 19:51:00,Master-Card,Tabriz,3132319,37
success,2025-09-16 18:00:00,MastCard,Tabriz,3572661,98
success,2025-09-01 16:16:00,Visa,Ahvaz,53621,24
Success,2025-09-13 18:45:00,Amex,Tehran,3021749,72
failed,2025-09-26 10:48:00,Visa,Shiraz,50121,35
failed,2025-09-07 23:17:00,MastCard,Shiraz,4069043,2
Success,2025-09-28 21:10:00,MasterCard,Tehran,4983338,33
success,2025-09-26 03:00:00,Visa,Karaj,4867824,76
fail,2025-09-05 13:13:00,VISA,Karaj,701341,87
fail,2025-09-08 23:17:00,Master-Card,Isfahan,2769237,77
success,2025-09-25 23:59:00,Master-Card,Mashhad,4203404,10
success,2025-09-27 07:08:00,Vsa,karaj,3395308,81
success,2025-09-14 02:30:00,MastCard,Mashhad,1871703,62
fail,2025-09-23 11:11:00,Amex,Shiraz,2896827,43
Success,2025-09-30 11:11:00,Visa,Isfahan,4286744,69
fail,2025-09-13 03:00:00,Master-Card,Tehran,2310226,59
failed,2025-09-15 19:19:00,Master-Card,,4998515,9
failed,2025-09-23 05:23:00,MastCard,Mashhad,4345299,77
success,2025-09-17 16:40:00,,Isfahan,4777468,60
success,2025-09-15 01:01:00,Amex,Karaj,4374130,63
success,2025-09-20 05:56:00,MasterCard,Shiraz,3969219,52
success,2025-09-18 05:56:00,VISA,Tabriz,4638297,23
fail,2025-09-18 04:40:00,MasterCard,THR,678391,30
fail,2025-09-02 05:56:00,Amex,Tehran,3199368,43
fail,2025-09-04 19:19:00,Discover,Qom,4971059,68
fail,2025-09-30 06:06:00,Amex,Mashhad,3890225,21
fail,2025-09-01 18:12:00,MastCard,Tabriz,4301301,43
fail,2025-09-04 14:00:00,Amex,karaj,629224,73
success,2025-09-18 19:29:00,MasterCard,Shiraz,2237480,7
Success,2025-09-05 03:27:00,Discover,Ahvaz,1748085,16
success,2025-09-19 13:13:00,Amex,Isfahan,1329021,23
Success,2025-09-15 13:10:00,Master-Card,tehr@n,3580648,58
success,2025-09-28 02:30:00,Visa,Isfahan,4165412,88
success,2025-09-08 02:37:00,Visa,Mashhad,4708090,31
success,2025-09-20 04:40:00,Visa,tehr@n,2153762,69
fail,2025-09-17 18:45:00,,Tehran,3936515,6
failed,2025-09-01 14:00:00,Amex,Tehran,2336840,65
failed,2025-09-12 11:11:00,Master Card,,4160616,59
success,2025-09-26 18:12:00,Amex,Tehran ,4685005,28
fail,2025-09-19 07:08:00,MasterCard,Ahvaz,1978920,18
failed,2025-09-15 19:51:00,Vsa,Mashhad,703938,89
fail,2025-09-09 17:17:00,Visa,Mashhad,1206687,77
fail,2025-09-07 09:45:00,Discover,Tabriz,4515429,98
failed,2025-09-02 16:16:00,MasterCard,Isfahan,921592,10
success,2025-09-29 06:30:00,Discover,Isfahan,3403773,7
success,2025-09-09 01:01:00,Discover,Tehran,4247212,37
Success,2025-09-10 17:07:00,Visa,Mashhad,1978741,97
success,2025-09-02 00:00:00,Visa,Mashhad,3639995,45
success,2025-09-19 18:12:00,Discover,Shiraz,2616911,87
fail,2025-09-11 02:37:00,Vsa,Mashhad,3234182,16
fail,2025-09-13 00:00:00,Visa,THR,843308,89
failed,2025-09-10 14:30:00,Discover,Isfahan,3313818,14
success,2025-09-14 14:02:00,Visa,Isfahan,851160,11
fail,2025-09-18 02:24:00,Amex,Qom,1872499,83
fail,2025-09-19 05:56:00,Amex,Tabriz,15615,88
success,2025-09-22 19:29:00,Master-Card,Isfahan,4735313,34
success,2025-09-09 04:40:00,Vsa,Karaj,2896440,60
success,2025-09-25 02:54:00,Discover,Isfahan,4508507,13
success,2025-09-07 09:09:00,Visa,TEHRAN,2840582,39
fail,2025-09-28 13:10:00,Visa,Shiraz,4777278,44
success,2025-09-03 20:33:00,VISA,Tehran,578631,28
failed,2025-09-20 07:08:00,MastCard,Mashhad,1162776,40
fail,2025-09-06 14:00:00,Visa,Ahvaz,4074727,16
success,2025-09-27 14:00:00,Visa,Shiraz,2996368,50
success,2025-09-21 20:33:00,MasterCard,THR,426725,28
success,2025-09-02 00:00:00,Visa,Ahvaz,3821500,68
fail,2025-09-29 14:00:00,Vsa,Tehran,1939271,93
Success,2025-09-06 23:59:00,Amex,Tehran,3742732,60
success,2025-09-03 14:11:00,Amex,Shiraz,1159926,12
failed,2025-09-16 09:09:00,MasterCard,Tabriz,2047650,16
fail,2025-09-30 21:21:00,Discover,Qom,4622878,53
success,2025-09-08 13:13:00,Amex,Ahvaz,556329,54
success,2025-09-02 05:56:00,MastCard,Qom,1370489,49
fail,2025-09-17 21:23:00,Discover,Isfahan,1820034,36
fail,2025-09-09 08:08:00,MasterCard,Shiraz,201361,62
success,2025-09-30 23:59:00,Vsa,Tehran,2681779,84
fail,2025-09-12 23:59:00,Visa,Karaj,3556774,26
success,2025-09-03 21:23:00,MasterCard,Karaj,4324100,56
fail,2025-09-11 04:40:00,Discover,Mashhad,3299232,91
fail,2025-09-01 02:37:00,MastCard,Tabriz,688094,22
success,2025-09-23 19:51:00,Visa,Ahvaz,1790898,73
fail,2025-09-13 19:29:00,MastCard,Mashhad,4215064,69
FAIL,2025-09-15 02:20:00,Visa,Tehran,3927460,81
failed,2025-09-26 02:30:00,Visa,TEHRAN,1002621,49
success,2025-09-05 13:13:00,MastCard,Ahvaz,877040,99
failed,2025-09-21 00:00:00,Amex,Qom,4769471,2
failed,2025-09-30 12:44:00,Master-Card,Isfahan,4185882,53
fail,2025-09-17 16:40:00,MasterCard,Tehran ,4953833,7
failed,2025-09-25 02:24:00,MasterCard,Ahvaz,238743,77
fail,2025-09-23 06:06:00,MastCard,Mashhad,2687716,20
success,2025-09-24 08:08:00,Discover,Shiraz,3306540,95
success,2025-09-25 14:11:00,Visa,Tabriz,1201050,30
success,2025-09-06 18:45:00,Visa,Tehran,2915184,75
fail,2025-09-28 22:27:00,Discover,Tabriz,4911047,96
fail,2025-09-21 05:23:00,Discover,Tabriz,3724379,67
success,2025-09-22 21:21:00,Master Card,Karaj,2664284,59
fail,2025-09-11 13:10:00,Vsa,Tehran,3261924,66
success,2025-09-18 15:45:00,,Ahvaz,805893,3
success,2025-09-04 18:45:00,visa,Mashhad,118884,56
fail,2025-09-03 19:51:00,MasterCard,Isfahan,3620010,79
fail,2025-09-13 06:06:00,Visa,Tabriz,4432383,17
success,2025-09-23 14:11:00,Amex,Mashhad,1787253,52
success,2025-09-09 05:23:00,Master-Card,Tabriz,2630497,7
fail,2025-09-21 21:23:00,MasterCard,Isfahan,192307,5
fail,2025-09-06 09:00:00,MasterCard,Karaj,3052608,99
fail,2025-09-26 12:12:00,Visa,Shiraz,2761586,98
fail,2025-09-30 14:02:00,MasterCard,Ahvaz,1077105,54
success,2025-09-28 07:08:00,Discover,Karaj,4458562,61
success,2025-09-12 12:34:00,Discover,karaj,4877375,16
success,2025-09-02 11:11:00,Master-Card,Tehran,3923314,67
failed,2025-09-03 15:45:00,Visa,,3733421,59
fail,2025-09-03 06:06:00,VISA,Mashhad,3263014,47
success,2025-09-28 09:45:00,Visa,Karaj,3296466,48
